"","SU_ID","P_PANEL","NATIONAL_WEIGHT","REGION_WEIGHT","NATIONAL_WEIGHT_POP","REGION_WEIGHT_POP","P_GEO","SOC1","SOC2A","SOC2B","SOC3A","SOC3B","SOC4A","SOC4B","PHYS8","PHYS1A","PHYS1B","PHYS1C","PHYS1D","PHYS1E","PHYS1F","PHYS1G","PHYS1H","PHYS1I","PHYS1J","PHYS1K","PHYS1L","PHYS1M","PHYS1N","PHYS1O","PHYS1P","PHYS1Q","SOC5A","SOC5B","SOC5C","SOC5D","SOC5E","PHYS2_1","PHYS2_2","PHYS2_3","PHYS2_4","PHYS2_5","PHYS2_6","PHYS2_7","PHYS2_8","PHYS2_9","PHYS2_10","PHYS2_11","PHYS2_12","PHYS2_13","PHYS2_14","PHYS2_15","PHYS2_16","PHYS2_17","PHYS2_18","PHYS2_19","PHYS2_DK","PHYS2_SKP","PHYS2_REF","PHYS10A","PHYS10B","PHYS10C","PHYS10D","PHYS10E","ECON8A","ECON8B","ECON8C","ECON8D","ECON8E","ECON8F","ECON8G","ECON8H","ECON8I","ECON8J","ECON8K","ECON8L","ECON8M","ECON8N","ECON8O","ECON8P","ECON8Q","ECON8R","ECON8S","ECON7_1","ECON7_2","ECON7_3","ECON7_4","ECON7_5","ECON7_6","ECON7_7","ECON7_8","ECON7_DK","ECON7_SKP","ECON7_REF","ECON1","ECON4","ECON4A","ECON4B","ECON6A","ECON6B","ECON6C","ECON6D","ECON6E","ECON6F","ECON6G","ECON6H","ECON6I","ECON6J","ECON6K","ECON6L","ECON5A_A","ECON5A_B","PHYS7_1","PHYS7_2","PHYS7_3","PHYS7_4","PHYS7_DK","PHYS7_SKP","PHYS7_REF","PHYS11","PHYS9A","PHYS9B","PHYS9C","PHYS9D","PHYS9E","PHYS9F","PHYS9G","PHYS9H","PHYS3A","PHYS3B","PHYS3C","PHYS3D","PHYS3E","PHYS3F","PHYS3G","PHYS3H","PHYS3I","PHYS3J","PHYS3K","PHYS3L","PHYS3M","PHYS4","PHYS5","PHYS6","AGE4","AGE7","GENDER","RACETH","RACE_R2","EDUCATION","EDUC4","HHSIZE1","REGION4","REGION9","P_DENSE","MODE","LANGUAGE","MAIL50","RACE1_BANNER","INC_BANNER","AGE_BANNER","HH_BANNER","ECON2","ECON3","PHYS11_TEMP","HHINCOME","HH01S","HH25S","HH612S","HH1317S","HH18OVS"
"2642","0024038048","ABS",NA,0.7806642315,NA,12398.681397,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",2,2,3,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,3,4,2,4,2,7,4,6,2,3,3,2,1,2,5,4,2,4,"24","24","98.2",9,1,0,2,1,2
"2643","0024038902","ABS",NA,0.1967612074,NA,9750.4573063,"(1) California",4,2,2,3,3,2,2,4,2,2,2,1,2,1,2,1,2,2,1,2,NA,2,2,2,2,1,1,2,1,4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,5,5,NA,1,1,1,2,2,2,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,NA,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,1,0,0,0,0,0,1,2,2,2,1,1,2,2,2,NA,2,NA,1,2,NA,1,2,2,2,2,NA,1,2,2,2,4,7,1,1,1,5,4,2,4,9,3,2,1,2,1,1,3,2,NA,"0","98",3,0,0,0,0,2
"2644","0024041748","ABS",NA,2.8517983252,NA,31144.706102,"(5) Minnesota",1,3,3,1,1,2,2,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,4,4,2,2,3,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,5,5,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2,4,1,1,1,1,1,0,0,0,0,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,3,5,2,1,1,1,1,2,2,4,1,2,1,2,1,1,2,2,NA,"40","99.9",3,0,0,0,0,2
"2645","0024042628","ABS",NA,0.7203158792,NA,35695.091117,"(1) California",4,5,5,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,3,3,3,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,3,8,4,1,4,1,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,7,4,5,4,9,3,2,1,2,4,1,2,5,NA,"0","97.7",1,0,0,0,0,5
"2646","0024043875","ABS",NA,0.417797205,NA,4354.4663015,"(2) Colorado",3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,5,5,5,1,1,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,3,3,3,2,4,4,4,1,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,2,4,5,1,1,1,5,4,4,4,8,3,2,1,3,1,3,2,5,NA,"22",NA,7,0,0,0,0,4
"2647","0024044572","ABS",NA,1.0510300338,NA,3327.660475,"(15) Cleveland-Elyria, Ohio",3,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,3,4,1,3,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,5,4,5,2,3,3,2,1,1,1,3,2,4,NA,"0","98.6",8,0,2,1,0,2
"2648","0024045960","ABS",NA,0.6710666322,NA,2796.6367221,"(16) Columbus, Ohio",3,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,5,2,4,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,6,2,1,1,3,3,1,2,3,3,2,1,1,1,2,3,1,NA,"0","97.5",5,0,0,0,0,1
"2649","0024046613","ABS",NA,0.4177837291,NA,14588.127825,"(3) Florida",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5,5,5,3,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,0,1,0,0,0,1,0,0,0,0,2,NA,1,1,4,4,4,4,4,4,3,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,5,2,1,1,5,4,2,3,5,3,2,1,2,1,2,2,2,NA,"50","97.8",6,0,0,0,0,2
"2650","0024047576","ABS",NA,0.3431931804,NA,1430.2404635,"(16) Columbus, Ohio",2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,5,4,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,3,5,1,1,1,5,4,2,2,3,3,2,1,1,1,3,2,2,"40","40","98",6,0,0,0,0,2
"2651","0024050475","ABS",NA,3.9208149166,NA,16339.800625,"(16) Columbus, Ohio",4,3,3,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,4,4,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,0,1,1,0,1,0,1,0,0,0,0,3,NA,5,1,4,4,4,4,4,4,4,4,4,4,4,4,2,2,0,0,0,1,0,0,0,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,2,2,3,2,3,3,2,1,1,1,3,2,5,NA,"42","98.8",7,0,0,0,0,3
"2652","0024052173","ABS",NA,0.2146756049,NA,894.64987707,"(16) Columbus, Ohio",3,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,NA,1,1,2,2,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,3,2,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,1,0,1,0,0,0,0,0,0,0,0,3,2,3,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,5,2,4,2,6,4,1,2,3,3,2,1,1,5,3,2,1,NA,"20","97.8",7,0,0,0,0,1
"2653","0024052210","ABS",NA,0.3154427933,NA,15631.696559,"(1) California",2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,4,3,3,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,2,NA,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,1,7,4,4,4,9,3,2,1,2,1,4,2,3,"40","50","99.5",9,0,0,0,1,3
"2654","0024052285","ABS",NA,1.202054995,NA,9366.4830645,"(9) Oregon",2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,4,3,5,3,3,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,3,3,4,4,4,4,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,NA,1,5,4,3,4,9,1,2,1,1,NA,1,2,3,"40","60","98.6",2,1,0,0,0,2
"2655","0024054852","ABS",NA,0.6015946499,NA,7456.3701626,"(11) Atlanta-Sandy Springs-Alpharetta, Georgia",2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,1,1,6,4,2,3,5,3,2,1,4,1,4,2,2,"40","40","96.4",9,0,0,0,0,2
"2656","0024056732","ABS",NA,0.5454003157,NA,5889.1962487,"(4) Louisiana",2,2,2,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,5,5,4,4,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,3,3,1,3,7,3,2,1,2,1,1,3,1,NA,"0","96.2",2,0,0,0,0,1
"2657","0024056927","ABS",NA,0.4306179531,NA,861.97454981,"(7) Montana",2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,5,4,2,4,3,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,4,5,1,NA,1,7,4,3,4,8,3,2,1,1,NA,4,2,5,"40","40","97.8",9,0,0,0,0,3
"2658","0024057381","ABS",NA,0.3655957014,NA,1157.5105624,"(15) Cleveland-Elyria, Ohio",3,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,5,5,3,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,NA,NA,NA,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,1,5,4,3,2,3,3,2,1,1,1,2,2,5,NA,"0","98.3",4,0,0,0,0,3
"2659","0024058550","ABS",NA,0.4429366295,NA,3451.3882111,"(9) Oregon",2,2,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,NA,1,6,4,2,4,9,2,2,1,1,NA,4,2,2,"45","45",NA,9,0,0,0,0,2
"2660","0024058960","ABS",NA,0.9919201435,NA,10710.687582,"(4) Louisiana",3,2,3,2,2,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,6,1,1,1,3,3,2,3,7,3,2,1,2,1,3,3,2,NA,"0","98",8,0,0,0,0,2
"2661","0024060157","ABS",NA,0.6823532385,NA,3156.1836265,"(18) Pittsburgh, Pennsylvania",2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,2,NA,2,2,4,4,4,4,4,4,1,4,4,4,4,4,1,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,3,5,1,1,1,5,4,2,1,2,3,2,1,1,1,2,2,2,NA,"25","98.6",6,0,0,0,0,2
"2662","0024060281","ABS",NA,0.7053297147,NA,23789.962992,"(8) New York",3,3,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,4,3,4,4,4,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,4,3,4,3,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,1,1,7,4,3,1,2,3,2,1,3,1,4,2,3,NA,"35","98.5",9,0,0,1,0,2
"2663","0024060314","ABS",NA,0.3087772489,NA,4904.0683267,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",3,3,2,1,2,2,2,2,2,2,NA,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,5,5,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,7,1,1,1,6,4,1,2,3,3,2,1,2,1,3,3,1,NA,"0",NA,7,0,0,0,0,1
"2664","0024062328","ABS",NA,0.1475283697,NA,5151.3799267,"(3) Florida",2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,4,3,5,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,1,1,1,6,4,2,3,5,3,2,1,2,1,3,3,2,NA,"0","98.3",7,0,0,0,0,2
"2665","0024064406","ABS",NA,0.6762539716,NA,23613.364268,"(3) Florida",3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,3,3,3,3,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,1,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,2,1,1,3,3,2,3,5,3,2,1,2,1,2,2,2,NA,"5","97.7",5,0,0,0,0,2
"2666","0024064758","ABS",NA,0.3872514997,NA,3017.4864116,"(9) Oregon",2,3,3,3,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,2,3,3,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,2,4,1,2,2,NA,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2,NA,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,NA,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,2,NA,1,5,4,4,4,9,3,2,1,1,NA,NA,2,5,NA,"20","98.8",NA,0,0,0,0,4
"2667","0024064912","ABS",NA,0.9659812247,NA,15341.926731,"(14) Chicago-Naperville-Elgin, Illinois-Indiana-Wisconsin",2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,4,4,4,2,2,2,2,1,1,2,2,NA,1,2,1,2,2,2,2,1,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3,2,5,5,4,4,4,1,4,1,4,4,4,4,1,4,3,3,0,0,0,1,0,0,0,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,NA,1,2,2,2,4,6,2,2,2,3,3,1,2,3,3,2,1,2,2,1,3,1,NA,"0","98",3,0,0,0,0,1
"2668","0024070314","ABS",NA,0.3866043312,NA,773.8718091,"(7) Montana",2,4,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,3,5,3,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,1,2,2,NA,1,6,4,1,4,8,2,2,1,1,NA,1,2,1,"45","45",NA,3,0,0,0,0,1
"2669","0024071262","ABS",NA,0.9286172782,NA,13496.813182,"(6) Missouri",4,3,3,1,1,2,1,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,5,3,3,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,2,5,5,4,4,4,1,4,1,4,1,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,4,6,1,NA,1,3,3,2,2,4,2,1,1,3,NA,3,3,2,NA,"20","98",8,0,0,0,0,2
"2670","0024071761","ABS",NA,0.4260151403,NA,6191.836935,"(6) Missouri",3,5,5,1,1,2,2,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,3,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,2,4,3,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,3,8,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,NA,1,5,4,2,2,4,2,2,1,3,NA,3,2,2,NA,"0",NA,7,0,0,0,0,2
"2671","0024072456","ABS",NA,1.295310059,NA,2991.0590718,"(13) Birmingham-Hoover, Alabama",2,3,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,NA,NA,NA,NA,1,1,1,1,1,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,NA,1,1,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,1,2,NA,NA,1,NA,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,1,1,1,5,4,2,3,6,1,2,1,2,1,3,2,2,NA,"60","97.6",6,0,0,0,0,2
"2672","0024073711","ABS",NA,0.5708584384,NA,2640.4711733,"(18) Pittsburgh, Pennsylvania",3,3,3,1,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,2,2,2,2,NA,2,2,3,1,1,2,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,1,3,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,2,2,3,2,1,1,6,4,2,1,2,3,2,1,1,1,2,2,2,"40","40",NA,6,0,0,0,0,2
"2673","0024074410","ABS",NA,0.5950903386,NA,29489.567665,"(1) California",3,1,1,1,1,2,2,3,2,NA,2,2,2,2,2,1,2,1,2,2,2,1,1,2,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,7,2,1,1,3,3,1,4,9,3,1,1,2,1,3,3,1,NA,"0",NA,7,0,0,0,0,1
"2674","0024076698","ABS",NA,1.0143235662,NA,2342.2204464,"(13) Birmingham-Hoover, Alabama",2,3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,1,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,3,2,1,1,3,3,3,3,6,2,2,1,2,1,1,2,5,NA,"0","98.6",2,0,0,0,0,3
