"","SU_ID","P_PANEL","NATIONAL_WEIGHT","REGION_WEIGHT","NATIONAL_WEIGHT_POP","REGION_WEIGHT_POP","NAT_WGT_COMB_POP","REG_WGT_COMB_POP","P_GEO","SOC1","SOC2A","SOC2B","SOC3A","SOC3B","SOC4A","SOC4B","PHYS8","PHYS1A","PHYS1B","PHYS1C","PHYS1D","PHYS1E","PHYS1F","PHYS1G","PHYS1H","PHYS1I","PHYS1J","PHYS1K","PHYS1L","PHYS1M","PHYS1N","PHYS1O","PHYS1P","PHYS1Q","SOC5A","SOC5B","SOC5C","SOC5D","SOC5E","PHYS2_1","PHYS2_2","PHYS2_3","PHYS2_4","PHYS2_5","PHYS2_6","PHYS2_7","PHYS2_8","PHYS2_9","PHYS2_10","PHYS2_11","PHYS2_12","PHYS2_13","PHYS2_14","PHYS2_15","PHYS2_16","PHYS2_17","PHYS2_18","PHYS2_19","PHYS2_DK","PHYS2_SKP","PHYS2_REF","PHYS10A","PHYS10B","PHYS10C","PHYS10D","PHYS10E","ECON8A","ECON8B","ECON8C","ECON8D","ECON8E","ECON8F","ECON8G","ECON8H","ECON8I","ECON8J","ECON8K","ECON8L","ECON8M","ECON8N","ECON8O","ECON8P","ECON8Q","ECON8R","ECON8S","ECON7_1","ECON7_2","ECON7_3","ECON7_4","ECON7_5","ECON7_6","ECON7_7","ECON7_8","ECON7_DK","ECON7_SKP","ECON7_REF","ECON1","ECON4","ECON3","ECON4A","ECON4B","ECON6A","ECON6B","ECON6C","ECON6D","ECON6E","ECON6F","ECON6G","ECON6H","ECON6I","ECON6J","ECON6K","ECON6L","ECON5A_A","ECON5A_B","PHYS7_1","PHYS7_2","PHYS7_3","PHYS7_4","PHYS7_DK","PHYS7_SKP","PHYS7_REF","PHYS11","PHYS11_TEMP","PHYS9A","PHYS9B","PHYS9C","PHYS9D","PHYS9E","PHYS9F","PHYS9G","PHYS9H","PHYS3A","PHYS3B","PHYS3C","PHYS3D","PHYS3E","PHYS3F","PHYS3G","PHYS3H","PHYS3I","PHYS3J","PHYS3K","PHYS3L","PHYS3M","PHYS4","PHYS5","PHYS6","AGE4","AGE7","GENDER","RACETH","RACE_R2","EDUCATION","EDUC4","HHSIZE1","REGION4","REGION9","P_DENSE","MODE","LANGUAGE","MAIL50","RACE1_BANNER","INC_BANNER","AGE_BANNER","HH_BANNER","ECON2","ECON31","HHINCOME","HH01S","HH25S","HH612S","HH1317S","HH18OVS","NeighborChange","MHscore"
"1931","0022844036","ABS",NA,0.6940731032,NA,7891.7108107,NA,3945.8554053,"(6) Missouri",2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,5,5,5,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.6,1,NA,NA,NA,1,NA,NA,NA,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,3,3,1,2,4,3,2,1,5,1,2,3,1,NA,0,6,0,0,0,0,1,0,5
"1932","0022844399","ABS",NA,0.353143169,NA,3742.2505583,NA,1871.1252792,"(2) Colorado",3,2,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,4,1,1,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,2,NA,1,6,4,3,4,8,3,2,1,5,NA,4,2,5,40,40,9,0,0,0,0,3,0,5
"1933","0022846869","ABS",NA,4.1732104902,NA,43480.924145,NA,21740.462073,"(4) Louisiana",1,3,5,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,3,3,3,2,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0,5,5,5,5,5,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,8,20,2,3,3,3,4,4,4,4,3,4,4,4,4,4,1,1,0,0,0,1,0,0,0,2,NA,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,6,3,7,3,2,1,6,2,1,2,4,NA,20,3,1,1,1,1,2,2,12
"1934","0022847349","ABS",NA,2.4855249874,NA,25896.830196,NA,12948.415098,"(4) Louisiana",2,2,2,1,1,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,5,5,5,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,5,NA,4,1,4,1,4,4,4,4,4,4,4,4,1,1,0,0,0,1,0,0,0,1,98.7,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,4,6,2,1,1,1,1,1,3,7,2,2,1,6,1,1,3,1,NA,0,2,0,0,0,0,1,0,7
"1935","0022852986","ABS",NA,3.1436733151,NA,158318.3163,NA,79159.15815,"(10) Texas",1,5,5,3,3,2,2,2,NA,1,1,2,1,2,1,2,2,1,1,2,NA,2,2,2,1,4,4,3,2,2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3,1,3,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,4,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,2,3,0,0,0,1,0,0,0,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,1,1,2,3,2,2,2,5,3,7,3,2,1,6,3,1,1,3,NA,0,3,1,0,0,1,3,0,15
"1936","0022853404","ABS",NA,0.5924302809,NA,6736.0173319,NA,3368.008666,"(6) Missouri",1,3,3,1,1,2,2,5,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,4,4,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,2,3,3,3,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,95.5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,4,5,2,1,1,3,3,1,2,4,3,2,1,5,1,3,2,1,NA,0,7,0,0,0,0,1,0,12
"1937","0022855553","ABS",NA,0.7863723911,NA,8193.2599291,NA,4096.6299646,"(4) Louisiana",4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,2,4,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,4,5,1,1,1,5,4,1,3,7,3,2,1,6,1,3,2,1,NA,0,7,0,0,0,0,1,0,NA
"1938","0022856775","ABS",NA,1.8234066004,NA,20732.394779,NA,10366.19739,"(6) Missouri",3,3,3,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,3,4,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,NA,40,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,3,1,1,1,3,3,2,2,4,3,2,1,5,1,1,2,2,30,40,3,0,0,0,0,2,0,5
"1939","0022859122","ABS",NA,0.3938753232,NA,836.45223049,NA,418.22611525,"(7) Montana",3,3,4,1,2,2,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,2,1,3,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,40,2,2,4,4,4,4,4,4,1,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.5,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,NA,1,6,4,3,4,8,3,2,1,7,NA,3,2,3,40,40,7,1,0,0,0,2,1,9
"1940","0022860935","ABS",NA,0.273658639,NA,1317.854883,NA,658.92744151,"(18) Pittsburgh, Pennsylvania",2,2,2,1,1,2,2,3,NA,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,1,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.5,1,2,NA,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,4,6,2,1,1,5,4,1,1,2,3,2,1,5,1,2,3,1,NA,0,5,0,0,0,0,1,0,5
"1941","0022862578","ABS",NA,1.7346263865,NA,19722.951004,NA,9861.4755018,"(6) Missouri",4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,5,5,5,3,3,2,2,1,2,1,NA,2,2,2,1,1,2,1,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,3,8,50,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,2,1,1,2,2,2,2,4,2,2,1,5,1,3,2,2,NA,50,8,0,0,0,0,2,0,6
"1942","0022863835","ABS",NA,0.3518612258,NA,12078.392569,NA,6039.1962846,"(8) New York",3,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,4,3,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,3,3,40,3,2,1,4,4,4,4,4,4,4,4,4,4,4,3,3,0,1,0,0,0,0,0,1,97.9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,6,4,1,1,2,3,2,1,6,1,2,2,1,NA,40,4,0,0,0,0,1,0,8
"1943","0022866480","ABS",NA,3.413864554,NA,35569.25443,NA,17784.627215,"(4) Louisiana",2,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,4,4,4,4,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,5,1,1,1,2,2,3,3,7,3,2,1,6,1,2,2,5,NA,0,5,0,0,0,0,3,0,5
"1944","0022867463","ABS",NA,0.3566738073,NA,3874.8351533,NA,1937.4175767,"(11) Atlanta-Sandy Springs-Alpharetta, Georgia",3,3,4,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,5,5,5,5,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.3,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,6,4,4,3,5,3,2,1,5,1,3,2,3,NA,0,7,0,1,1,0,2,1,9
"1945","0022868399","ABS",NA,0.2784557759,NA,3166.0821412,NA,1583.0410706,"(6) Missouri",2,5,4,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,2,2,3,2,3,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,3,3,40,3,3,4,4,4,4,4,4,2,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.9,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,6,4,1,2,4,3,2,1,5,1,2,2,1,NA,40,6,0,0,0,0,1,-1,7
"1946","0022868858","ABS",NA,0.9723823455,NA,44242.378034,NA,22121.189017,"(1) California",3,3,4,1,2,2,2,4,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,3,5,4,1,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,NA,40,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.6,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,3,5,1,1,1,3,3,3,4,9,3,2,1,5,1,4,2,5,40,40,9,0,0,0,0,3,1,5
"1947","0022870406","ABS",NA,0.2747190217,NA,13835.105817,NA,6917.5529087,"(10) Texas",4,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,4,4,4,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,3,3,30,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,NA,2,2,2,2,1,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,NA,2,2,2,2,2,4,6,1,1,1,6,4,3,3,7,3,2,1,6,1,3,3,3,NA,30,6,0,0,0,1,2,0,5
"1948","0022872625","ABS",NA,0.3252666084,NA,2540.4600223,NA,1270.2300112,"(9) Oregon",4,5,5,2,4,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,4,4,3,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,8,0,3,3,2,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,3,4,2,1,1,6,4,2,4,9,3,2,1,5,1,3,2,2,NA,0,7,0,0,0,0,2,0,6
"1949","0022873775","ABS",NA,0.6126221457,NA,4784.8196823,NA,2392.4098411,"(9) Oregon",2,5,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,2,1,1,3,3,1,4,9,3,1,1,5,1,3,3,1,NA,0,7,0,0,0,0,1,0,5
"1950","0022874527","ABS",NA,0.3999787953,NA,849.41385195,NA,424.70692597,"(7) Montana",2,3,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,5,5,5,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,3,9,15,3,3,2,4,4,1,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,1,NA,1,7,4,2,4,8,2,2,1,7,NA,2,3,2,NA,15,6,0,0,0,0,2,0,5
"1951","0022878259","ABS",NA,0.1583665067,NA,1873.9286117,NA,936.96430586,"(17) Phoenix-Mesa-Chandler, Arizona",3,2,3,2,2,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,4,4,1,3,2,2,1,1,2,1,2,2,1,2,1,2,2,2,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,5,5,4,4,4,1,4,1,4,1,4,4,1,1,3,3,0,0,0,1,0,0,0,2,NA,2,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,4,6,2,1,1,6,4,1,4,8,3,2,1,5,1,1,3,1,NA,0,2,0,0,0,0,1,1,12
"1952","0022878300","ABS",NA,1.625004477,NA,12691.923496,NA,6345.9617482,"(9) Oregon",1,4,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2,3,3,3,3,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,96.3,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,6,4,2,4,9,3,2,1,5,1,1,2,2,NA,4,2,0,0,0,0,2,0,5
"1953","0022881829","ABS",NA,2.1285808668,NA,10250.583351,NA,5125.2916755,"(18) Pittsburgh, Pennsylvania",2,3,3,2,4,2,2,3,2,2,2,2,2,2,2,2,1,2,NA,2,2,2,2,1,2,3,1,3,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,4,4,3,4,4,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,65,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,3,1,1,2,3,2,1,5,2,2,2,1,46,65,4,0,0,0,0,1,0,11
"1954","0022886656","ABS",NA,0.6489763134,NA,1378.1967362,NA,689.09836809,"(7) Montana",2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,NA,38,1,2,1,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,4,6,2,NA,1,3,3,1,4,8,2,2,1,7,NA,2,3,1,38,38,5,0,0,0,0,1,0,5
"1955","0022888056","ABS",NA,1.907302392,NA,8332.1655511,NA,4166.0827755,"(16) Columbus, Ohio",3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,5,5,5,3,3,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,45,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.4,1,2,2,2,2,2,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,1,1,1,3,3,4,2,3,3,2,1,5,1,3,2,3,40,45,8,0,0,1,1,2,0,9
"1956","0022889028","ABS",NA,0.704411351,NA,5501.7294434,NA,2750.8647217,"(9) Oregon",1,4,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,4,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,NA,50,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,2,2,2,3,4,2,1,1,4,3,3,4,9,2,2,1,5,1,3,2,5,50,50,6,0,0,0,0,3,-2,5
"1957","0022889188","ABS",NA,0.7668306554,NA,38618.306065,NA,19309.153033,"(10) Texas",3,5,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,5,4,5,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,30,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,2,NA,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,6,4,5,3,7,3,1,1,6,3,3,2,3,30,30,7,0,1,1,0,3,0,6
"1958","0022890633","ABS",NA,0.5092854983,NA,5532.7790028,NA,2766.3895014,"(11) Atlanta-Sandy Springs-Alpharetta, Georgia",2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,5,5,3,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,NA,40,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,98.3,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,3,4,2,2,2,NA,NA,NA,3,5,3,1,1,5,2,NA,2,NA,40,40,NA,0,0,0,0,1,0,7
"1959","0022891239","ABS",NA,0.4491762937,NA,20437.050798,NA,10218.525399,"(1) California",3,3,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,3,5,3,1,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,30,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.8,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,4,2,5,4,1,4,9,3,2,1,5,4,3,2,1,30,30,7,0,0,0,0,1,-1,8
"1960","0022891656","ABS",NA,0.3186059868,NA,3368.6531156,NA,1684.3265578,"(5) Minnesota",3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,4,4,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1,NA,40,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,5,1,1,1,5,4,2,2,4,3,2,1,5,1,3,2,2,40,40,8,0,0,0,0,2,0,7
"1961","0022892046","ABS",NA,0.3413554423,NA,3708.419403,NA,1854.2097015,"(11) Atlanta-Sandy Springs-Alpharetta, Georgia",2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,NA,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,1,NA,34,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,0,0,0,1,0,0,0,1,97.4,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,2,1,1,6,4,2,3,5,3,2,1,5,1,4,2,2,32,34,9,0,0,0,0,2,0,7
"1962","0022894553","ABS",NA,0.3974053478,NA,20013.703473,NA,10006.851737,"(10) Texas",4,1,2,2,3,2,2,5,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,4,4,2,2,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,NA,2,5,1,1,2,2,2,1,2,2,2,2,2,1,1,1,2,NA,1,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,3,4,40,5,3,2,2,4,4,4,2,2,4,4,4,3,4,1,3,1,1,1,0,0,0,0,1,96,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,3,5,2,4,2,3,3,4,3,7,2,2,1,6,5,2,2,3,NA,40,5,0,0,1,0,3,1,14
